-0.53074,-0.65741,0.62019,-2.1528,-0.51372,3.1724,0.091237
-0.53074,-0.65741,0.62019,-2.1528,-0.51372,3.1724,0.091237
-0.53074,-0.65741,0.62019,-2.1528,-0.51372,3.1724,0.091237
-0.53074,-0.65741,0.62019,-2.1528,-0.51372,3.1724,0.091237
-0.53074,-0.65741,0.62019,-2.1528,-0.51372,3.1724,0.091236
-0.53074,-0.65741,0.62019,-2.1528,-0.51372,3.1724,0.091236
-0.53074,-0.65741,0.62019,-2.1528,-0.51372,3.1724,0.091236
-0.53074,-0.65741,0.62019,-2.1528,-0.51372,3.1724,0.091236
-0.53074,-0.65741,0.62019,-2.1528,-0.51372,3.1724,0.091236
-0.53074,-0.65741,0.62019,-2.1528,-0.51372,3.1724,0.091236
-0.53074,-0.6574,0.62019,-2.1528,-0.51372,3.1724,0.091235
-0.53074,-0.6574,0.62019,-2.1528,-0.51372,3.1724,0.091235
-0.53074,-0.6574,0.62019,-2.1528,-0.51372,3.1724,0.091235
-0.53074,-0.6574,0.62019,-2.1528,-0.51372,3.1724,0.091234
-0.53073,-0.6574,0.62019,-2.1528,-0.51372,3.1724,0.091234
-0.53073,-0.6574,0.62019,-2.1528,-0.51372,3.1724,0.091233
-0.53073,-0.6574,0.62019,-2.1528,-0.51372,3.1724,0.091232
-0.53073,-0.6574,0.62019,-2.1528,-0.51372,3.1724,0.091231
-0.53073,-0.6574,0.62019,-2.1527,-0.51372,3.1724,0.09123
-0.53073,-0.6574,0.62019,-2.1527,-0.51372,3.1724,0.091229
-0.53073,-0.6574,0.62019,-2.1527,-0.51372,3.1724,0.091228
-0.53073,-0.65739,0.62019,-2.1527,-0.51372,3.1724,0.091226
-0.53072,-0.65739,0.62019,-2.1527,-0.51372,3.1724,0.091225
-0.53072,-0.65739,0.62018,-2.1527,-0.51372,3.1724,0.091223
-0.53072,-0.65739,0.62018,-2.1527,-0.51372,3.1724,0.091221
-0.53072,-0.65738,0.62018,-2.1527,-0.51372,3.1724,0.091219
-0.53072,-0.65738,0.62018,-2.1527,-0.51372,3.1724,0.091217
-0.53071,-0.65738,0.62018,-2.1527,-0.51372,3.1723,0.091215
